id,nombre_bd,nombre_analisis,descripcion_corta,descripcion_larga,unidades,tipo_dato,nivel_medicion,basica,longitudinal,derivada,impacto,id_prefijo
04369ec4-f770-4888-b81a-6b39a966e577,apgarcat1,ERN_apgarcat1,apgar a 1 mn categorzado,apgar a 1 mn categorzado,,CATEGORIC,ORDINAL,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
eba0e588-90ad-4dc9-a374-23d5565d138d,apgarcat5,ERN_apgarcat5,apgar a 5 mn categorizado,apgar a 5 mn categorizado,,CATEGORIC,ORDINAL,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
af107e01-a382-4b51-a5d5-1b1ddb73c0e3,BPN,ERN_ATBPN,a termino de BPN,a termino de BPN,,BOOLEAN,,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
4f657826-1dd8-427a-92c8-814cbb2c318c,ERN_Ballard,ERN_EGBallard,edad gestaconal segun el test de Ballard,edad gestacional segun el test de Ballard,SEMANAS,FLOAT,,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
5ae2fa34-2650-4f31-8ee2-d7915cab42c3,ERN_Eco,ERN_EGEco1erTr,Edad Gestacional con base en ECO 1er.trimestre,Edad Gestacional con base en ECO 1er.trimestre,SEMANAS,FLOAT,,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
0c07af77-4fd8-493c-8a08-1766fe7a5006,V7,ERN_FechaNacimientoV7,Fecha de nacimiento (POS167),Fecha de nacimiento (POS167),,DATE11,DD-MM-YYYY,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
71202de4-97cd-468f-9dda-6d39eb303199,gestacat,ERN_Gestacat,Edad gestacional al nacer categorizado,Edad gestacional al nacer categorizado,,CATEGORIC,ORDINAL,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
29b0ce06-76bd-4b1e-be03-1cfb4df4ca80,INFECCIONOSOCOMIAL,ERN_Infeccionosocomial,tuvo infeccion nosocomial,tuvo infeccion nosocomial,NO/SI,BOOLEAN,,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
821543db-21ab-493c-be10-d40fb3d46d7c,ERN_LubchencoFenton,ERN_LubchencoFenton,clasificacion de lubchenco segun la edad gestacional y el peso al nacer,clasificacion de lubchenco segun la edad gestacional y el peso al nacer,,CATEGORIC,NOMINAL,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
50818cb2-a247-4424-b8b8-67faefa783e3,menosde1001,ERN_Menosde1001,menos de 1000gr al nacer,menos de 1000gr al nacer,NO/SI,BOOLEAN,,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
6bb59087-d1ab-4326-b93f-75299aa82d76,menosde31sem,ERN_Menosde31Sem,menor o igual  30 semEG,menor o igual  30 semEG,NO/SI,BOOLEAN,,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
7dffab79-fcf6-44fc-b024-ecde8cdcc5ac,Nearterm,ERN_NearTerm,EG: 34 sem o mas ,"""CASI A TÉRMINO"": 34 semEG o mas",NO/SI,BOOLEAN,,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
96090be2-1b3b-4d41-b7e9-c95748f7fa41,pesocat,ERN_Pesocat,peso al nacer categorizado,peso al nacer categorizado,,CATEGORIC,ORDINAL,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
cb8dde05-c430-4a40-9637-b711d64b3e1a,PESO1500G,ERN_PesoMenos1500G,PESO INFERIOR O IGUAL A 1500GR,PESO INFERIOR O IGUAL A 1500GR,NO/SI,BOOLEAN,,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
e7c436ba-62da-4fb7-983a-85333c310444,RCIUfentonpesotalla,ERN_RCIUfentonpesotalla,Peso y talla al nacer inferior al Perc 10 PC normal segun genero,Peso y talla al nacer inferior al Perc 10 PC normal segun genero,NO/SI,BOOLEAN,,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
6482c324-d4ac-475d-92c2-08c7db0a0cc7,RCIUfentonpesotallaPC,ERN_RCIUfentonpesotallapc,peso y talla y PC al nacer inferiores al perc 10 de Fenton segun genero,peso y talla y PC al nacer inferiores al perc 10 de Fenton segun genero,NO/SI,BOOLEAN,,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
a512e0fd-3694-46a7-a239-4705d4827ba4,RCIUPC,ERN_RCIUpc,PC nacer inferior al percentil 10 de la curva de Fenton segun el genero,PC nacer inferior al percentil 10 de la curva de Fenton segun el genero,NO/SI,BOOLEAN,,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
e451654a-d72a-49b5-a2d8-7294c7604542,RCIUpesoFenton,ERN_RCIUpesoFenton,Peso nacer inferior al percentil 10 de la curva de Fenton segun el genero,Peso nacer inferior al percentil 10 de la curva de Fenton segun el genero,NO/SI,BOOLEAN,,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
4e91f618-82e0-4594-af5a-5ed6a8aefb68,RCIUtalla,ERN_RCIUtalla,Talla nacer inferior al percentil 10 de la curva de Fenton segun el genero,Talla nacer inferior al percentil 10 de la curva de Fenton segun el genero,NO/SI,BOOLEAN,,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
2bcc7d7e-9fa0-4202-a896-4977775affbe,ERN_Remision,ERN_Remision,Fue remitido en otra institucion,,NO/SI,BOOLEAN,,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
2ffb0b04-af18-4301-850a-915144dfd6bb,ERN_sepsis,ERN_sepsis,sepsis Neonatal sospechado o confirmado ,sepsis Neonatal sospechado o confirmado en los ninos hospitalizados,,CATEGORIC,ORDINAL,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
a9a58f3e-33de-4426-91f7-5bec36490351,ERN_Sexo,ERN_Sexo,Sexo al nacer,Sexo al nacer,,CATEGORIC,NOMINAL,True,True,False,False,f827d626-c8d6-4d65-bcc4-4da8f9c17850
ef47c35a-48bf-4059-b86a-f4d3f36879af,HD_DiasAlojamiento,HD_DiasAlojamiento,Dias alojamiento conjunto,Dias alojamiento conjunto,días,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
5366d0d8-42d2-4398-bf0a-70ae4e0ec943,DIASTOT08,HD_DiastotHospa40semEG-08,Dias totales de rehosp hasta 40 sem EG,Días totales de rehospitalización hasta 40 sem EG,días,FLOAT,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
ecb4e0a2-96a3-4777-af64-ea58f8ae276e,hosp,HD-hospNeoNatal,fue hospitalizado durante el periodo neonatal,fue hospitalizado durante el periodo neonatal?,NO/SI,BOOLEAN,,True,True,False,False,
94775ced-c089-4264-8916-8df014f902d3,ANOCAT,PA_ANOCAT,"Ano de nacimiento (a partir de 1993, que es el 1)","Ano de nacimiento (a partir de 1993, que es el 1)",ANOS,INTEGER,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
2bc1effd-8339-4673-ae3a-52d4947169c5,PA_AtendioParto,PA_AtendioParto,Quién atendio el parto,Quién atendio el parto,,CATEGORIC,NOMINAL,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
6786f359-440e-4d49-bcff-63f2a37c2ae1,cesarea,PA_Cesarea,tuvo una cesarea,,,BOOLEAN,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
53f34f69-3cc2-4fd7-9531-cdde3f6b0463,PA_ComplicacionsPartoAbrupcio,PA_ComplicacionsPartoAbrupcio,Complicacion del parto abrupcio,Complicacion del parto abrupcio,NO/SI,BOOLEAN,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
e549fffc-bb68-46dd-bf0b-983e84a12379,PA_ComplicacionsPartoAmnionitis,PA_ComplicacionsPartoAmnionitis,Complicacion del parto Amnionitis,Complicacion del parto Amnionitis,NO/SI,BOOLEAN,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
0c24f5a8-e7c2-4950-b4e0-bcd454576806,PA_ComplicacionsPartoEclampsia,PA_ComplicacionsPartoEclampsia,Complicacion del parto Eclampsia,Complicacion del parto Eclampsia,NO/SI,BOOLEAN,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
da5268a4-f95b-463d-b399-84040bd4a049,PA_ComplicacionsPartoMultiples,PA_ComplicacionsPartoMultiples,Complicacion del parto Embarazo multiple,Complicacion del parto Embarazo multiple,NO/SI,BOOLEAN,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
e5bf20ad-37e5-4751-8a0f-0efe20feca09,PA_ComplicacionsPartoPatologIaCordOn,PA_ComplicacionsPartoPatologIaCordOn,Complicacion del parto Patologia del cordon,Complicacion del parto Patologia del cordon,NO/SI,BOOLEAN,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
8d1939eb-142d-45f3-9ce6-dd5ba4571c1d,PA_ComplicacionsPartoPlacentaPrevia,PA_ComplicacionsPartoPlacentaPrevia,Complicacion del parto placenta previa,Complicacion del parto placenta previa,NO/SI,BOOLEAN,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
bdd28815-bbdb-4b0a-8e40-0d3c3afafe0d,PA_ComplicacionsPartoPreeclampsia,PA_ComplicacionsPartoPreeclampsia,Complicacion del parto Preeclampsia,Complicacion del parto Preeclampsia,NO/SI,BOOLEAN,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
1244aa79-564a-41d4-9829-fd30334b7591,PA_ComplicacionsPartoSindromedehellp,PA_ComplicacionsPartoSindromedehellp,Complicacion del parto Sindrome de Hellp,Complicacion del parto Sindrome de Hellp,NO/SI,BOOLEAN,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
60d60bd2-bcb3-49ba-9e9d-17e4127ae03d,PA_DiasHospiMadre,PA_DiasHospiMadre,Dias de hospitalizacion madre,Dias de hospitalizacion madre,Días,FLOAT,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
e95c9c5c-99a1-4af9-bcff-94dfdbc47bd2,PA_DiasUCIMadre,PA_DiasUCIMadre,Dias UCI madre post parto,Dias UCI madre post parto,Días,FLOAT,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
e7b69cbb-3796-4141-94bd-7f665134ac53,PA_DuracionRPM,PA_DuracionRPM,Duracion ruptura prematura de membranas (horas),Duracion ruptura prematura de membranas (horas),Horas,FLOAT,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
142fb1f5-c953-4722-ac35-2f8557013ebe,PA_DuracionTraParto,PA_DuracionTraParto,Duracion Trabajo de parto (horas),Duracion Trabajo de parto (horas),Horas,FLOAT,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
18504d8d-f85d-484e-aa4a-93fe31c6b50b,PA_EstActualMadre,PA_EstActualMadrePostParto,estado de la madre en post parto,estado de la madre en post parto,,CATEGORIC,NOMINAL,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
f4e6c274-39c0-46eb-8298-a7f41a9add7a,tuvotransfusiones,PA_HDMadreTuvotransfusiones,tuvo transfusiones en la hospitalización,(La madre?) tuvo transfusiones en la hospitalización,NO/SI,BOOLEAN,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
4f89c6cd-4c9a-4cfa-a06a-ffc4b7d5e044,UCI,PA_HDMadreUci,paso por la UCI,(La madre?) pasó por la UCI,NO/SI,BOOLEAN,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
ec6e052c-c0b4-41f1-ac9c-7b2dcdcf35aa,UCIsinsoporteventilatorio,PA_HDMadreUciSinSoporteVentil,sin soporte ventilatorio en UCI,(La madre estuvo?) sin soporte ventilatorio en UCI,NO/SI,BOOLEAN,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
82bcedef-187d-4786-a93e-aa820d0afe69,PA_LiqAmnioticoMeconiado,PA_LiqAmnioticoMeconiado,liquido amniotico meconiado,liquido amniotico meconiado,NO/SI,CATEGORIC,NOMINAL,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
f6d7c221-668f-45e0-aac9-ae9648e40dda,PA_LugarNacimiento,PA_LugarNacimientoParto,Lugar del nacimiento (parto)-CONDICIONES,Lugar del nacimiento (parto)-CONDICIONES,,CATEGORIC,NOMINAL,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
21256ff3-fbfc-4f18-836a-028a3e511be6,PA_Monitoreo,PA_MonitoreoParto,Monitoreo parto (normal/anormal),Monitoreo parto (normal/anormal),Normal/Anormal,BOOLEAN,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
0eec7ac1-c19a-487f-a748-ef10e1be42b4,PA_MovimientoDisminuido,PA_MovimientoDisminuido,Movimientos disminuidos,Movimientos disminuidos,NO/SI/NHD,CATEGORIC,NOMINAL,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
239336df-b8a5-4d25-b848-8968f12d4fce,PA_NumDosisCorticoides,PA_NumDosisCorticoides,numero de dosis de corticoides en preparto,numero de dosis de corticoides en preparto,,INTEGER,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
1498cdc4-f632-4483-886f-a9d12ccc9427,PA_PresentacionNino,PA_PresentacionNinoParto,PresentacionNinoParto,PresentacionNinoParto,,CATEGORIC,NOMINAL,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
b3a7305c-039f-42d7-80d8-ffcc6a1b97b9,primipara,PA_Primipara,madre primípara?,,NO/SI,BOOLEAN,,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
1ace929c-857a-4d7f-bffe-cc806485c6cc,PA_RitmoCardiaco,PA_RitmoCardiacoAnormal,ritmo cardiaco fetal anormal,ritmo cardiaco fetal anormal,NO/SI/NHD,CATEGORIC,NOMINAL,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
18e9cd51-e8fb-4f60-a1a3-d562edd9029e,PA_SufrimientoFetalAgudo,PA_SufrimientoFetalAgudo,sufrimiento fetal agudo,sufrimiento fetal agudo,NO/SI/NHD,CATEGORIC,NOMINAL,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
cb3772c2-1edc-4e03-88ec-fd0c8a7c8555,PA_TipoParto,PA_TipoParto,Tipo de Parto,Tipo de Parto,,CATEGORIC,NOMINAL,True,True,False,False,12b86e24-8a98-406c-a1b1-c1c2c30e77d5
751980e8-d47d-427f-9428-5ec3917bf2c1,CONSULT08,PCANG_Consult08-40s,NUMERO DE CONSULTAS SALIDA 40 SEM,NUMERO DE CONSULTAS SALIDA 40 SEM,consultas,FLOAT,,True,True,False,False,47508754-a5cd-4973-979e-a88396d4619a
8a9d8635-74db-4b37-ba1b-290e193b5a97,ecocerebral,SEG_Ecocerebral,ECO-CEREBRAL REPORTADA,,NO/SI,BOOLEAN,,True,True,False,False,bffc0f3d-e42a-412c-939b-092e172cf828
a96cba2b-96c4-48d3-8905-c2445523c399,REHOSP08,SEG_NumRehosp08-40S,NUMERO REHOSP SALIDA 40 SEM,NUMERO REHOSP SALIDA 40 SEM,,FLOAT,,True,True,False,False,bffc0f3d-e42a-412c-939b-092e172cf828
d582328e-4fff-46a7-bdb2-1232f250bc3b,rehosp40,SEG_Rehosp40,se rehospitalizo al menos una vez hasta 40,se rehospitalizó al menos una vez hasta 40semEG?,NO/SI,BOOLEAN,,True,True,False,False,bffc0f3d-e42a-412c-939b-092e172cf828
5ba41e0f-0d6a-4f48-b239-a5ffe71808c2,AC_DiasPosCanguro,AC_DiasPosCanguro,Dias en posicion canguro  EN HOSPITAL!! (HD),Dias en posicion canguro (EN HOSPITAL?),DIAS,INTEGER,,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
65e9818c-46d9-432b-bdc0-781df5a2cc65,AC_EnsePosCangu,AC_EnsePosCangu,Tuvo enseNanza sobre la PC,Tuvo enseNanza sobre la PC,NO/SI,BOOLEAN,,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
571fd28f-c350-4bb9-9152-3f8e486ec16c,AC_EntrenoOtroCuidador,AC_EntrenoOtroCuidador,Otro cuidador se entrenO,Otro cuidador se entrenO,NO/SI,BOOLEAN,,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
c64767f2-4cbe-4c53-a9e7-0e3e130e8f3c,AC_LugarAC,AC_LugarAC,Lugar de la adaptaciOn canguro,Lugar de la adaptaciOn canguro,,CATEGORIC,NOMINAL,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
10adbab4-632c-4a97-97a9-eb23b1d6134e,AC_MaxHorasLogroCargar,AC_MaxHorasLogroCargar,Horas maxima en PC por dia HD,Horas maxima en PC por dia,HORAS,FLOAT,,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
594c2e53-5900-4a48-b094-1a7d2280566e,problemaneurologico,AC_Problemaneurologico,problemas neurologicos a la entrada (a  PC?),problemas neurologicos a la entrada (a  PC?),NO/SI,BOOLEAN,,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
e5eb9463-b0fe-48ee-b5da-59a736eb069c,AC_RecibioChupo,AC_RecibioChupoHosp,RecibiO chupo en la Hosp,RecibiO chupo en la Hospitalización (N/S),NO/SI,BOOLEAN,,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
069c055c-810f-41bc-8235-b293a95dce1f,AC_SillaIncubadora,AC_SillaIncubadora,Silla al lado de la incubadora,Silla al lado de la incubadora,NO/SI,BOOLEAN,,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
0cc24eac-4858-4354-9400-b3c0f4db2632,AC_SoportePosicionC,AC_SoportePosicionC,Usa soporte para posiciOn canguro,Usa soporte para posiciOn canguro,NO/SI,BOOLEAN,,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
10bd6804-8cc8-4cdc-98a5-1a1fcceb3c65,AC_ExtraSeno,AC_TecExtracSeno,Tecnica extracciOn de leche a la salida,Tecnica extracciOn de leche a la salida (B/R/M),B/R/M,CATEGORIC,NOMINAL,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
b4c8dc58-31e9-42b2-82aa-57b3466d12c0,AC_UnidadAbierta,AC_UnidadAbierta,Entrada de los padres en la Unidad neonatal,Entrada de los padres en la Unidad neonatal,,CATEGORIC,ORDINAL,True,True,False,False,da7d60cd-7964-438e-b50d-5ef36036818f
d25366e5-cb6d-41d4-b9be-7ce721ac3cc7,HD_C_Apnea,HD_C_Apnea,Hizo Apnea? ,Hizo Apnea? (primaria/secundaria),,CATEGORIC,NOMINAL,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
2c6fa148-3bd8-425d-b3bd-c28f267521f7,HD_C_Convulsiones,HD_C_Convulsiones,Tuvo convulsiones?,Tuvo convulsiones?,NO/SI,BOOLEAN,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
b329b591-3420-439e-824c-86f4e650729a,HD_C_DisplasiaBronco,HD_C_DisplasiaBronco,DBP en los oxigenodependientes,Diagnóstico de DBP en los oxigenodependientes,NO/SI,BOOLEAN,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
870cb7fa-0eb1-4f7d-bf0a-4aad00cde512,HD_C_ExamenNeurologico,HD_C_ExNeurol-SalH,Examen Neurológico a las salida del Hospital,Examen Neurológico a las salida del Hospital,,CATEGORIC,NOMINAL,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
b5aa4ba9-39be-4c1f-adf3-66be5e3dbcca,HD_C_HemorragiaIntra,HD_C_HemorragiaIntraV,Tuvo y grado una hemoragia intraventricular,Tuvo y grado una hemoragia intraventricular,,CATEGORIC,NOMINAL,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
b652050b-5a16-4b91-9b89-a43ec5232a30,HD_C_Hipoglicemia,HD_C_Hipoglicemia,Hipoglicemia,Hipoglicemia,,CATEGORIC,NOMINAL,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
f341c697-9ca7-4a16-95b1-f325b74e623d,HD_C_Ictericia,HD_C_Ictericia,Ictericia Neonatal,Ictericia Neonatal,,CATEGORIC,NOMINAL,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
34756843-7308-418f-95ce-4043454ec343,HD_C_OxigenoDependencia,HD_C_OxigenoDependencia,Oxigenodependencia a la salida del Hospital,Oxigenodependencia a la salida del Hospital,NO/SI,BOOLEAN,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
1395cc26-a903-4daa-9157-f00ec8ab7cea,HD_CicloAntibio,HD_CicloAntibio,Numero de ciclos de antibioticos,Numero de ciclos de antibioticos,,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
b1bfc73c-7628-4aac-9f65-4abaaa544e86,HD_CiclosOtroAntibio,HD_CiclosOtroAntibio,Numero de ciclos otro antibioticos,Numero de ciclos otro antibioticos,,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
8ce14a48-9ea0-4700-ba53-f35b4d4ad23b,HD_CiclosUltimaLinea,HD_CiclosUltimaLinea,Ciclos antibioticos ultima linea,Ciclos antibioticos ultima linea,,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
09d483a2-4723-427b-bf47-6591232c4fba,cpapsola,HD_CPAPsola,CPAP sola ( UCI),CPAP sola ( UCI),NO/SI,BOOLEAN,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
a2eec2df-ac86-42b6-aebb-6e1e954a7b9b,HD_DiasAlimentacionPar,HD_DiasAlimentacionPar,Dias alimentacion parenteral,Dias alimentacion parenteral,días,FLOAT,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
80af49ca-267a-4231-add8-aead5bd177a5,HD_DiasCamaraCefalica,HD_DiasCamaraCefalica,Dias camera cefalica,Dias camera cefalica,días,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
1b8f4170-ef3e-4725-8a96-2a6a8c273b30,HD_DiasCanulaNasa,HD_DiasCanulaNasa,Dias canula nasal,Dias canula nasal,días,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
ed137ad3-6173-482d-9fcb-fd46bff335a7,HD_DiasFototerapia,HD_DiasFototerapia,Dias fototerapia,Dias fototerapia,días,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
9fce95d6-c8f5-4f53-b2ef-c3b21aa4f6ab,HD_DiasIncubadora,HD_DiasIncubadora,Dias incubadora,Días incubadora,días,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
dd74aed2-ed62-418f-8971-5efe5a4fc42c,HD_DiasOxigeno,HD_DiasOxigeno,Dias totales oxigeno,Días totales oxígeno,días,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
3c8fb4a3-df7d-4049-be32-3c39181f8b5d,HD_DiasUCI,HD_DiasUCI,Dias UCI,Dias Unidad de cuidados intensivos,días,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
34bc60b5-8168-4dbc-a57a-8215269634cb,HD_DiasURN,HD_DiasURN,Dias URN,Días unidad recién nacido,días,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
b5df4802-9181-43b4-839a-c68b58278a22,HD_DiasVenMecanica,HD_DiasVenMecanica,Dias totales ventilacion mecanica,Días totales ventilación mecánica,días,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
8bd6f3fa-b1b9-47e4-9491-5fb991fdbf28,HD_DiasVenNoInvasiva,HD_DiasVenNoInvasiva,Dias ventilacion no invasiva,Dias ventilacion no invasiva,días,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
a3f7cb85-03ad-4f31-8899-927de279ee45,HD_DosisAmino,HD_DosisAminoGluc,Dosis de aminoglucosidos,Dosis de aminoglucósidos,dosis,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
ca036510-6bbd-4be8-9dfd-44855b4b2202,HD_DosisSurfactante,HD_DosisSurfactante,Numero de dosis de surfactante,Numero de dosis de surfactante,dosis,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
c4f2acca-302c-46c3-8e31-d919e8578d95,V196,HD_EdadSalidaHospV196,Edad a la salida (estancia hospitalaria total),Edad a la salida (estancia hospitalaria total),días,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
90cbb3d8-f88e-44d7-9d19-2c2db81fea77,HD_ExamenesGenetico,HD_ExamenesGenetico,numero de Prueba genetica en la hosp neonatal,Número de Prueba genética en la hosp neonatal,,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
8d29912c-b3f1-466c-a3f8-bea31cc0101f,HD_ExamenesHepatitisB,HD_ExamenesHepatitisB,numero de Prueba de hepatitis B en el embarazo,numero de Prueba de hepatitis B en el embarazo,,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
d39e9329-bc59-4a7b-86f4-8843a8546c49,HD_ExamenesHIV,HD_ExamenesHIV,numero de Prueba de HIV en la hosp neonatal,numero de Prueba de HIV en la hosp neonatal,,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
f739b6c5-e0e0-4320-92ae-5293b6764cb6,HD_ExamenesRMICerebral,HD_ExamenesRMICerebral,numero de RMI cerebral en la hosp neonatal,numero de RMI cerebral en la hosp neonatal,,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
063bdc30-87b9-40e5-89e7-86c04defd19a,HD_ExamenesRubeola,HD_ExamenesRubeola,Prueba de rubeola en la hosp neonatal,Prueba de rubeola en la hosp neonatal,,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
fa9beab4-42b4-401e-b25e-db78a9bf4d77,HD_ExamenesSifilis,HD_ExamenesSifilis,numero de prueba de sifilis,numero de prueba de sifilis,,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
da0e01af-5b53-4466-b71e-fbd96d5b64d2,HD_ExamenesToxoplasmosis,HD_ExamenesToxoplasmosis,Numero de Prueba de toxoplasmosis en la hosp neonatal,Numero de Prueba de toxoplasmosis en la hosp neonatal,,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
abf68677-a6b1-4b53-9345-6f95ab14d022,HD_ExamenesTSH_Tiroides,HD_ExamenesTSH_Tiroides,numero de TSH en la hosp neonatal,numero de TSH en la hosp neonatal,,INTEGER,,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
a9b33f3f-8c57-46cf-8938-45fa9282048c,HD_FechaEntrada,HD_FechaEntradaURN,Fecha de Entrada en la URN,Fecha de Entrada en la URN,,DATE,DD-MM-YYYY,True,True,False,False,3cc6dcb5-f15f-40cf-a6cc-ba685258b371
